spbm,spmc,ppbm,lbbm,jxs,xxs,wsjj,hsjj,sj
3f91a448,卡邦尼 E,889,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a57582ea,卡邦尼 D,889,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ef8b8d25,卡邦尼 C,889,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cd6d3b60,卡邦尼 B.5,889,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
888df097,曼妮芬内衣系列E,182,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
875e9368,集雅廊无柄马克杯礼盒32E00AA0103,756,90901,1.17,1.17,82.9060 ,97.0000 ,270.0000 
8c530242,集雅廊亚克力架ZP,756,90901,1.17,1.17,0.8547 ,1.0000 ,150.0000 
1daa0120,BesFi Belli女装员购,289,70101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
3fa8b8cc,集雅廊茶壶3A112E24001,756,90901,1.17,1.17,291.4530 ,341.0000 ,1050.0000 
cdc36171,集雅廊奶盅3A101E24001,756,90901,1.17,1.17,108.5470 ,127.0000 ,390.0000 
291b256e,集雅廊糖缸3A021224001,756,90901,1.17,1.17,175.2137 ,205.0000 ,630.0000 
25650401,集雅廊咖啡杯3A4C2E24001,756,90901,1.17,1.17,80.3419 ,94.0000 ,300.0000 
95a4a93d,集雅廊咖啡杯托3A3E1DC00BC,756,90901,1.17,1.17,32.4786 ,38.0000 ,110.0000 
fe0b5391,珂罗蒂雅服装系列B.5,90,70101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
eba278b9,卡帝亚玉器系列B,248,40202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
5f48b69e,LesporFsac E,901,60301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d6255b84,集雅廊奶盅3A101EC00C2,756,90901,1.17,1.17,71.7949 ,84.0000 ,230.0000 
c5d657a1,集雅廊糖盅3A2012C00C2,756,90901,1.17,1.17,119.6581 ,140.0000 ,390.0000 
2b180c94,LesporFsac B.5,901,60301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cd0cd8b2,希菲尔女装F卖,640,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
953b80bc,欧碧倩F卖,95,70201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
592ff200,影儿员购,102,70102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2c1f1c62,曼妮芬内衣系列3,182,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
35505b0e,集雅廊咖啡托3A3E1DC00C2,756,90901,1.17,1.17,32.4786 ,38.0000 ,110.0000 
8c03ed83,卡帝亚玉器系列C,248,40202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
92e884f0,BNX F,893,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
66820e1e,埃迪.蒙托C,780,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
da4a5192,集雅廊刻度杯礼盒3A3D23C4BC2,756,90901,1.17,1.17,99.1453 ,116.0000 ,360.0000 
d1cf6cf6,BNX B,893,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
959c029c,BNX A,893,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3f12ab7e,卡帝亚玉器系列D,248,40202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
4f896de1,集雅廊刻度杯礼盒3A3D23C4BC3,756,90901,1.17,1.17,99.1453 ,116.0000 ,360.0000 
60f14fb6,集雅廊刻度杯礼盒3A3D24C4BC4,756,90901,1.17,1.17,110.2564 ,129.0000 ,410.0000 
8c40a048,集雅廊卡布其诺咖啡杯3A4C2DC30BE,756,90901,1.17,1.17,41.8803 ,49.0000 ,104.0000 
67e7717a,诗篇C,892,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1a2c8d23,米兰菲丽正价,852,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6ab55fe8,歌茜雅F卖品系列,82,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
13bf3a95,卡帝亚玉器系列E,248,40202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
006b830f,集雅廊拿铁咖啡杯3A3E1DC31A1,756,90901,1.17,1.17,33.3333 ,39.0000 ,110.0000 
83ff71ec,集雅廊咖啡杯托3A4C2CC31A1,756,90901,1.17,1.17,52.9915 ,62.0000 ,190.0000 
31935db3,集雅廊早餐杯礼盒32A144C30B4,756,90901,1.17,1.17,108.5470 ,127.0000 ,410.0000 
1ded6873,集雅廊早餐碗礼盒32A32DC30B4,756,90901,1.17,1.17,119.6581 ,140.0000 ,440.0000 
fad1e374,卡帝亚玉器系列F,248,40202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
2fc3c47e,集雅廊杯盖20B224C20AD,756,90901,1.17,1.17,35.0427 ,41.0000 ,140.0000 
647040c2,珂罗蒂雅服装系列B.8,90,70101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
3f9b2b18,曼妮芬内衣系列员购,182,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
50db8c4e,卡帝亚玉器系列员购,248,40202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
bae98919,贝拉维拉女装B.5,107,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
eadf56c4,珂罗蒂雅服装系列A,90,70101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
c40c1a2b,顺时针系列D,521,91101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8045b00f,曼诗婷内衣B,208,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b5cae1e7,柯罗芭女装 A,270,70103,1.06,1.06,0.0000 ,0.0000 ,0.0000 
a0e4106c,柯罗芭女装 B.5,270,70103,1.06,1.06,0.0000 ,0.0000 ,0.0000 
82be54ce,IVYKKI女装 A,272,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
c9b84787,集雅廊银相框A3B12-13,756,90903,1.17,1.17,379.4872 ,444.0000 ,1370.0000 
d61d2a1e,IVYKKI女装 B.5,272,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
decc7ed6,集雅廊高保花瓶ED4AE013,756,90901,1.17,1.17,507.6923 ,594.0000 ,1780.0000 
5fde9f9e,集雅廊高保花瓶ED4AE021,756,90901,1.17,1.17,479.4872 ,561.0000 ,1780.0000 
9c81ede2,集雅廊高保壁画DDE0CA14,756,90901,1.17,1.17,310.2564 ,363.0000 ,1190.0000 
d8b822c2,集雅廊高保壁画DDE340B2,756,90901,1.17,1.17,620.5128 ,726.0000 ,2180.0000 
652dc329,集雅廊高保玻璃花瓶DDA2CB1E,756,90901,1.17,1.17,366.6667 ,429.0000 ,1390.0000 
25873573,集雅廊高保玻璃画盘DDAA0B3A,756,90901,1.17,1.17,507.6923 ,594.0000 ,1780.0000 
496a9fd4,集雅廊高保玻璃花瓶DDAA3213,756,90901,1.17,1.17,502.5641 ,588.0000 ,1980.0000 
8cc1b924,veeko服装系列,83,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3d6ecb4c,ODBO女装 B.5,93,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
baeca1d4,集雅廊高保玻璃花瓶DDAA3320,756,90901,1.17,1.17,338.4615 ,396.0000 ,1190.0000 
7b4f37b9,集雅廊高保玻璃花瓶DDAA301E,756,90901,1.17,1.17,225.6410 ,264.0000 ,890.0000 
77fbc32c,集雅廊喜姆瓷娃0114240E,756,90901,1.17,1.17,447.8632 ,524.0000 ,1670.0000 
d034e293,曼诗婷内衣E,208,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3884cefe,集雅廊喜姆瓷娃011E2222,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,4050.0000 
9fb7e7b6,茵宝系列商品VIP卡购物,380,30101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3bd557a6,网羽、健身器材商品VIP卡购物,373,30401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0817d331,NO NAME系列商品VIP卡购物,383,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9aaf25e5,集雅廊喜姆瓷娃011E2404,756,90901,1.17,1.17,2553.8462 ,2988.0000 ,9220.0000 
9bbc9634,集雅廊喜姆瓷娃011C4010,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,3970.0000 
5e01db36,喜得龙系列商品VIP卡购物,389,30501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8bc91903,赛琪系列商品VIP卡购物,376,30501,1.17,1.17,0.0000 ,0.0000 ,0.0000 
635bccc0,德尔惠系列商品VIP卡购物,377,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0d2dfad0,迪亚多纳系列商品VIP卡购物,387,30101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
4da2092b,阿迪达斯系列商品VIP卡购物,379,30601,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7fe44bde,锐步系列商品VIP卡购物,378,30101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f7593df4,康威系列商品VIP卡购物,381,30301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d1c61796,F步系列商品VIP卡购物,384,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3dd72934,生活无限系列商品圣诞F卖,385,30201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bc5beac4,集雅廊喜姆瓷娃011CD01E,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,3970.0000 
ac93bf69,集雅廊喜姆瓷娃0134401A,756,90901,1.17,1.17,1469.2308 ,1719.0000 ,5530.0000 
eae524cb,集雅廊喜姆瓷娃013E1014,756,90901,1.17,1.17,837.6068 ,980.0000 ,3130.0000 
82eccb88,集雅廊喜姆瓷娃013E2012,756,90901,1.17,1.17,837.6068 ,980.0000 ,3130.0000 
2047728f,莱克斯曼服装系列D,91,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
64fac6b9,曼诗婷内衣4,208,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
85589563,集雅廊喜姆瓷娃013B401E,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,3970.0000 
e311e1d0,集雅廊喜姆瓷娃0140101C,756,90901,1.17,1.17,1469.2308 ,1719.0000 ,5530.0000 
d289953a,集雅廊喜姆瓷娃0141130E,756,90901,1.17,1.17,533.3333 ,624.0000 ,2030.0000 
2195abe3,集雅廊喜姆瓷娃0142C301,756,90901,1.17,1.17,711.1111 ,832.0000 ,2750.0000 
c1ffe66b,集雅廊喜姆瓷娃014E1012,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,3970.0000 
cb3f194e,集雅廊喜姆瓷娃01D1220A,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,3970.0000 
15cb0b48,IF MODA D,863,60404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e689cce4,IF MODA C,863,60404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ba4b74a7,IF MODA B.5,863,60404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d3109125,IF MODA A,863,60404,1.17,1.17,0.0000 ,0.0000 ,0.0000 
325c2b81,集雅廊喜姆瓷娃01D3400E,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,4230.0000 
a60958f0,cocoon员购,862,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3072ac42,cocoonF,862,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
262defd3,cocoonE,862,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
354b78f5,cocoonD,862,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e92114ef,cocoonB,862,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1322147a,cocoonB.5,862,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
a62d2869,cocoonA,862,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4deee3b2,CERRUFI 1BB1 E,912,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
450b55ff,CERRUFI 1BB1 D,912,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
84c22574,CERRUFI 1BB1 C,912,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fd89e0f6,CERRUFI 1BB1 B.5,912,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cd8134ac,集雅廊喜姆瓷娃01C3101C,756,90901,1.17,1.17,1469.2308 ,1719.0000 ,5530.0000 
d490ada4,曼诗婷内衣3,208,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b49b33aa,CERRUFI 1BB1 A.5,912,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fb82cd3f,CERRUFI 1BB1 正价,912,50101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f5cb5575,集雅廊喜姆瓷娃01B00010,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,3970.0000 
f4c8f30a,集雅廊喜姆瓷娃02002012,756,90901,1.17,1.17,2100.8547 ,2458.0000 ,7750.0000 
ad745902,集雅廊喜姆瓷娃02003002,756,90901,1.17,1.17,837.6068 ,980.0000 ,3130.0000 
518fe7ae,姬龙雪皮具受A卡,479,50401,1.17,1.17,0.0000 ,0.0000 ,0.0000 
eb561746,集雅廊银相框A2122-10,756,90903,1.17,1.17,342.7350 ,401.0000 ,1220.0000 
d8f8cddb,埃迪.蒙托E,780,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
df045ca8,埃迪.蒙托F,780,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4da1a58a,莱克斯曼服装系列C,91,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
2385225a,NH正价,815,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
65e0faeb,曼诗婷内衣F,208,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2ff71a36,NHA,815,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
fccc1896,NHB,815,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f6d7b285,NHC,815,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2c667db6,BOSS sunueF B,926,80701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7321f60e,BOSS sunueF C,926,80701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
241b61e7,NHE,815,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
519a7b67,BOSS sunueF F,926,80701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1eb96aa6,NHF,815,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
01927a27,MIKIBANAE,767,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9d730b00,曼诗婷内衣员购,208,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
efcce72c,龙翔女杂系列正价,402,60403,1.06,1.06,0.0000 ,0.0000 ,0.0000 
8387d49b,牧宝正价,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
db95582a,牧宝A,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4e1d57c2,牧宝B,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
44637010,龙翔女杂系列A,402,60403,1.06,1.06,0.0000 ,0.0000 ,0.0000 
d408e1a4,MIKIBANAB.5,767,60202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
40381a0b,牧宝C,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c4caccd9,牧宝D,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
cc079c46,牧宝F,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ce58d303,牧宝员购,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8ba94090,彩阳正价,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
f4f8debc,彩阳A,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
59ee9c52,彩阳B,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4e5144ae,VJC受卡B.5,1025,81001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6f961a84,VJC B.5,1025,81001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
07551c89,爱美丽F卖,1024,70301,1.17,1.17,0.0000 ,0.0000 ,0.0000 
1698f9dd,敦奴F卖,1023,70201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
863d0095,龙翔女杂系列D,402,60403,1.06,1.06,0.0000 ,0.0000 ,0.0000 
a65a260d,彩阳员购,816,90701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
16fc7e6f,碧可服装系列,84,60202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
c34eda38,VJC C,1025,81001,1.17,1.17,0.0000 ,0.0000 ,0.0000 
bd3172fd,龙翔女杂系列E,402,60403,1.06,1.06,0.0000 ,0.0000 ,0.0000 
d08f096f,WMF厨房用品D,706,90801,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9e75cbcc,安秀服装系列E,98,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
91434a76,集雅廊喜姆瓷娃0203201A,756,90901,1.17,1.17,837.6068 ,980.0000 ,3130.0000 
99c47e72,集雅廊银相框A2122-13,756,90903,1.17,1.17,473.5043 ,554.0000 ,1660.0000 
e4447ff6,集雅廊银相框A21D2-10,756,90903,1.17,1.17,342.7350 ,401.0000 ,1200.0000 
2f3fbd88,集雅廊银相框A3D12-10,756,90903,1.17,1.17,382.9060 ,448.0000 ,980.0000 
753d4861,集雅廊银相框A3D12-13,756,90903,1.17,1.17,502.5641 ,588.0000 ,1320.0000 
87845c43,集雅廊银相框A3D22-0A,756,90903,1.17,1.17,249.5726 ,292.0000 ,910.0000 
bbebb36b,集雅廊银相框A3DC2-10,756,90903,1.17,1.17,256.4103 ,300.0000 ,940.0000 
429084ae,例外女装系列正价,103,70101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
253610b6,珂罗蒂雅女装F,90,70101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
e0c2c158,集雅廊银相框A3B2HR-10,756,90903,1.17,1.17,332.4786 ,389.0000 ,1170.0000 
8008bb40,集雅廊银相框A3C32-13,756,90903,1.17,1.17,382.0513 ,447.0000 ,1360.0000 
a61cd80f,集雅廊银相框A21E2-02,756,90903,1.17,1.17,333.3333 ,390.0000 ,1170.0000 
ebb6a3e5,例外服装系列A,103,70101,1.06,1.06,0.0000 ,0.0000 ,0.0000 
369b23ba,集雅廊银相框A3D12-1B,756,90903,1.17,1.17,542.7350 ,635.0000 ,1910.0000 
5.59E+12,集雅廊银相框A3D12-24,756,90903,1.17,1.17,856.4103 ,1002.0000 ,3010.0000 
44c1c1e5,集雅廊正价,756,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
7a59985c,Missk服装系列,85,100102,1.06,1.06,0.0000 ,0.0000 ,0.0000 
ba0b262d,集雅廊A,756,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3c3d4cd5,集雅廊B.5,756,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d3c44993,集雅廊B,756,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
513e9c74,集雅廊C,756,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
8c7a816b,蓓樱护肤品系列,236,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
909f08b7,集雅廊D,756,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
0a808462,安秀服装系列D,98,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
d19fdfbd,集雅廊F,756,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
50f0c06d,集雅廊员购,756,90904,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c5049ac7,爱慕泳衣正价,1081,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6356d7b3,爱慕泳衣A,1081,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2d6783e0,爱慕泳衣B.5,1081,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
3bae51e2,爱慕泳衣D,1081,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
139d956b,爱慕泳衣E,1081,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6cee7418,爱慕泳衣员购,1081,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
011bb557,安秀服装系列C,98,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
0cb47418,埃迪.蒙托B,780,90702,1.17,1.17,0.0000 ,0.0000 ,0.0000 
c32a7831,古杰狮服饰系列B.5,362,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
34103c7f,伊维斯F卖,548,70302,1.17,1.17,0.0000 ,0.0000 ,0.0000 
aca15913,集雅廊喜姆瓷娃0223201E,756,90901,1.17,1.17,447.8632 ,524.0000 ,1670.0000 
72798710,古杰狮服饰系列受卡B.5,362,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
90d76814,集雅廊喜姆瓷娃01013002,756,90901,1.17,1.17,711.1111 ,832.0000 ,2490.0000 
201920da,集雅廊喜姆瓷娃0104A00D,756,90901,1.17,1.17,837.6068 ,980.0000 ,3130.0000 
739f3d4d,集雅廊喜姆瓷娃010EC00A,756,90901,1.17,1.17,837.6068 ,980.0000 ,3130.0000 
d34d046f,集雅廊喜姆瓷娃0222A011,756,90901,1.17,1.17,394.8718 ,462.0000 ,1480.0000 
01de4206,集雅廊喜姆瓷娃010C1000,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,4230.0000 
d0f03f48,GIBO服饰系列受卡B.5,363,50201,1.17,1.17,0.0000 ,0.0000 ,0.0000 
57b6d407,集雅廊喜姆瓷娃010B200C,756,90901,1.17,1.17,711.1111 ,832.0000 ,2750.0000 
ef4357df,集雅廊喜姆瓷娃01111004,756,90901,1.17,1.17,711.1111 ,832.0000 ,2490.0000 
61b2873b,集雅廊喜姆瓷娃01112002,756,90901,1.17,1.17,711.1111 ,832.0000 ,2750.0000 
dbd580f6,集雅廊喜姆瓷娃0112301C,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,3970.0000 
655bb3c3,集雅廊喜姆瓷娃0112B01D,756,90901,1.17,1.17,1047.8632 ,1226.0000 ,3970.0000 
062c07c9,卡奴迪路服饰系列B.5,359,50202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
64e7f2fb,安秀服装系列B,98,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
701f7004,卡奴迪路服饰系列受卡B.5,359,50202,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e9228db9,集雅廊喜姆瓷娃0221B014,756,90901,1.17,1.17,394.8718 ,462.0000 ,1480.0000 
2c69c7e0,集雅廊喜姆瓷娃0221A012,756,90901,1.17,1.17,394.8718 ,462.0000 ,1480.0000 
02fa6b80,集雅廊喜姆瓷娃022D01C,756,90901,1.17,1.17,447.8632 ,524.0000 ,1670.0000 
69b56746,佛伦斯服饰系列B.5,357,50304,1.17,1.17,0.0000 ,0.0000 ,0.0000 
6bca7ee9,佛伦斯服饰系列受卡B.5,357,50304,1.17,1.17,0.0000 ,0.0000 ,0.0000 
d38c29c2,安秀服装系列F,98,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
b7d29fcb,迪莱服饰系列B.5,355,80702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
221fef5f,迪莱服饰系列受卡B.5,355,80702,1.06,1.06,0.0000 ,0.0000 ,0.0000 
28a53b0a,集雅廊花瓶DDA1ED12,756,90901,1.17,1.17,507.6923 ,594.0000 ,1780.0000 
067c2262,集雅廊花瓶DDE341C3,756,90901,1.17,1.17,671.7949 ,786.0000 ,2360.0000 
1e87a037,集雅廊花瓶DDA1AA11,756,90901,1.17,1.17,841.0256 ,984.0000 ,2950.0000 
1c9f7e95,集雅廊花瓶DDAA023E,756,90901,1.17,1.17,728.2051 ,852.0000 ,2560.0000 
f9cb1f37,集雅廊玻璃画盘DDAA0B13,756,90901,1.17,1.17,479.4872 ,561.0000 ,1780.0000 
ccf95248,沙驰服饰系列受卡B.5,39,50202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
04b9292c,集雅廊玻璃果盘DDA31D2C,756,90901,1.17,1.17,451.2821 ,528.0000 ,1580.0000 
a2d680d9,集雅廊花瓶ED4E30E3,756,90901,1.17,1.17,2364.1026 ,2766.0000 ,8300.0000 
a22c9296,集雅廊花瓶DDAA342A,756,90901,1.17,1.17,564.1026 ,660.0000 ,1980.0000 
b67c3ac7,集雅廊高宝瓷器DDE340B2,756,90901,1.17,1.17,671.7949 ,786.0000 ,2360.0000 
621b69a0,集雅廊高宝瓷器DDA2CECE,756,90901,1.17,1.17,253.8462 ,297.0000 ,890.0000 
baec9b02,SODA服装系列员购,54,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
e7e6f6ae,马克华菲服装系列B.5,159,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
b3f0e4ab,花木马女装员购,49,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
2da70d97,集雅廊高宝瓷器DDA1031D,756,90901,1.17,1.17,141.0256 ,165.0000 ,500.0000 
d4dc613e,GJ服饰系列正价,127,50303,1.06,1.06,0.0000 ,0.0000 ,0.0000 
6275c423,集雅廊高宝瓷器DDE1A224,756,90901,1.17,1.17,841.0256 ,984.0000 ,2950.0000 
2de2464f,集雅廊高宝瓷器DDA21B1B,756,90901,1.17,1.17,225.6410 ,264.0000 ,790.0000 
3d258f08,集雅廊高宝瓷器EDE14011,756,90901,1.17,1.17,451.2821 ,528.0000 ,1580.0000 
7e842d20,纤服装系列D,101,70202,1.06,1.06,0.0000 ,0.0000 ,0.0000 
c47613dc,法妮服装系列员购,56,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
9d9ffe5b,集雅廊高宝瓷器DDAA0B4C,756,90901,1.17,1.17,507.6923 ,594.0000 ,1780.0000 
bebc8176,集雅廊高宝瓷器DDA2BE24,756,90901,1.17,1.17,112.8205 ,132.0000 ,400.0000 
b7679786,集雅廊高宝瓷器DDA10324,756,90901,1.17,1.17,141.0256 ,165.0000 ,500.0000 
6f3889dd,GallianoB,825,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
4fa9cf02,GallianoA,825,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
088d7a9a,GallianoA.5,825,40101,1.17,1.17,0.0000 ,0.0000 ,0.0000 
60d18c21,集雅廊高宝瓷器DDA2EB40,756,90901,1.17,1.17,112.8205 ,132.0000 ,400.0000 
37b07eb5,GJ服饰系列B,127,50303,1.06,1.06,0.0000 ,0.0000 ,0.0000 
c80b6d91,集雅廊高宝瓷器DDA10043,756,90901,1.17,1.17,141.0256 ,165.0000 ,500.0000 
3c1e8b0c,集雅廊高宝瓷器DDA1AA03,756,90901,1.17,1.17,728.2051 ,852.0000 ,2560.0000 
04d945c2,集雅廊高宝瓷器DDA10C12,756,90901,1.17,1.17,564.1026 ,660.0000 ,1980.0000 
efb88996,活动服装精典泰迪服装正价,844,60701,1.17,1.17,0.0000 ,0.0000 ,0.0000 
ca1c26e2,集雅廊高宝瓷器DDA21024,756,90901,1.17,1.17,338.4615 ,396.0000 ,1190.0000 
9fda8e08,QS(秸熙)时尚女装员购,57,100102,1.17,1.17,0.0000 ,0.0000 ,0.0000 
59c5f4f1,GJ服饰系列C,127,50303,1.06,1.06,0.0000 ,0.0000 ,0.0000 
4fc1b825,集雅廊高宝瓷器DDA10332,756,90901,1.17,1.17,141.0256 ,165.0000 ,500.0000 
6f765bc1,集雅廊高宝瓷器DDA21A1C,756,90901,1.17,1.17,141.0256 ,165.0000 ,500.0000 
8c59f2a6,集雅廊高宝瓷器DDA21313,756,90901,1.17,1.17,507.6923 ,594.0000 ,1780.0000 
